pid,sawa2,line,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,starth,day,dayofweek,validday,time
33525439,2,1,0,0,0,201.27,11,19.4,6.7,,ACTIVE,0,0,5,0,10:17:00
33525439,2,2,0,49,0,201.59,11,19.4,7,,ACTIVE,0,0,5,0,10:17:30
33525439,2,3,0,0,0,185.35,10.3,17.8,6.42,,ACTIVE,0,0,5,0,10:18:00
33525439,2,4,0,25,0,261.65,14,25.1,9.89,,ACTIVE,0,0,5,0,10:18:30
33525439,2,5,0,103,0,221.27,12.8,21.1,7.31,1,ACTIVE,0,0,5,0,10:19:00
33525439,2,6,0,0,0,205.1,12.8,19.4,6.56,1,ACTIVE,0,0,5,0,10:19:30
33525439,2,7,0,49,0,186.19,12.3,17.4,6.28,1,ACTIVE,0,0,5,0,10:20:00
33525439,2,8,0,0,0,207.32,13.7,19.4,6.85,0,ACTIVE,0,0,5,0,10:20:30
33525439,2,9,0,19,0,198.69,13.1,18.5,6.7,1,ACTIVE,0,0,5,0,10:21:00
33525439,2,10,0,66,0,206.04,13.1,19.4,6.85,1,ACTIVE,0,0,5,0,10:21:30
33525439,2,11,0,1,0,181.2,9.89,17.4,6.56,0,ACTIVE,0,0,5,0,10:22:00
33525439,2,12,0,0,0,180.89,9.68,17.4,6.7,0,ACTIVE,0,0,5,0,10:22:30
33525439,2,13,0,0,0,165.75,8.69,15.9,6.42,0,ACTIVE,0,0,5,0,10:23:00
33525439,2,14,0,15,0,154.7,7.8,14.9,6.14,1,ACTIVE,0,0,5,0,10:23:30
33525439,2,15,0,49,0,182.94,8.88,17.8,7.15,1,ACTIVE,0,0,5,0,10:24:00
33525439,2,16,0,5,0,219.46,9.68,21.6,8.32,1,ACTIVE,0,0,5,0,10:24:30
33525439,2,17,0,137,0,238.41,10.3,23.5,8.69,1,ACTIVE,0,0,5,0,10:25:00
33525439,2,18,0,169,0,69.56,7.8,5.88,0.735,1,ACTIVE,0,0,5,0,10:25:30
33525439,2,19,0,56,0,57.65,5.76,5.06,0.592,1,ACTIVE,0,0,5,0,10:26:00
33525439,2,20,0,15,0,36.41,4.34,3.01,0.437,1,ACTIVE,0,0,5,0,10:26:30
33525439,2,21,0,0,0,36.25,4.54,2.94,0.419,0,ACTIVE,0,0,5,0,10:27:00
33525439,2,22,0,45,0,129.01,7.63,12.3,4.16,1,ACTIVE,0,0,5,0,10:27:30
33525439,2,23,0,0,0,244.48,15.3,23,8.32,0,ACTIVE,0,0,5,0,10:28:00
33525439,2,24,0,5,0,261.68,16.6,24.6,8.88,1,ACTIVE,0,0,5,0,10:28:30
33525439,2,25,0,0,0,278.19,17.4,26.2,9.27,1,ACTIVE,0,0,5,0,10:29:00
33525439,2,26,0,1,0,289.65,17.8,27.4,9.68,1,ACTIVE,0,0,5,0,10:29:30
33525439,2,27,0,89,0,187.16,17.4,16.3,5.63,1,ACTIVE,0,0,5,0,10:30:00
33525439,2,28,0,452,0,101.4,9.27,9.07,1.32,1,ACTIVE,0,0,5,0,10:30:30
33525439,2,29,0,236,0,65.26,4.44,6.28,0.419,1,ACTIVE,0,0,5,0,10:31:00
33525439,2,30,0,119,0,81.4,4.84,7.8,2.22,1,ACTIVE,0,0,5,0,10:31:30
33525439,2,31,0,6,0,115.08,9.47,10.3,3.35,1,ACTIVE,0,0,5,0,10:32:00
33525439,2,32,0,23,0,118.46,8.88,10.8,3.98,1,ACTIVE,0,0,5,0,10:32:30
33525439,2,33,0,107,0,127.09,8.69,11.8,4.44,1,ACTIVE,0,0,5,0,10:33:00
33525439,2,34,0,66,0,70.91,4.44,6.7,2.22,1,ACTIVE,0,0,5,0,10:33:30
33525439,2,35,0,47,0,47.39,3.01,4.44,1.71,1,ACTIVE,0,0,5,0,10:34:00
33525439,2,36,0,40,0,55.74,2.7,5.39,2.32,1,ACTIVE,0,0,5,0,10:34:30
33525439,2,37,0,137,0,58.36,3.14,5.63,1.91,1,ACTIVE,0,0,5,0,10:35:00
33525439,2,38,0,28,0,49.32,2.42,4.95,0.592,1,ACTIVE,0,0,5,0,10:35:30
33525439,2,39,0,119,0,229.7,11,22.5,7.31,1,ACTIVE,0,0,5,0,10:36:00
33525439,2,40,0,59,0,90.21,5.17,8.69,2.47,1,ACTIVE,0,0,5,0,10:36:30
